遥控器 Pitch 目标角度,当前 Pitch 实际角度,外环角度误差,外环原始输出角速度,斜坡后的最终角速度目标,当前 Pitch 角速度,角速度内环 P 项输出,角速度内环最终输出,电机差动量,油门,D项输出,I项输出
0,-0.09,0.1,0.21,0.21,1.19,-0.41,-0.27,0,38.7,-0.07,0.22
0,-0.09,0.09,0.18,0.18,0.79,-0.34,-0.16,0,38.7,-0.02,0.21
0,-0.11,0.1,0.21,0.21,0.11,-0.1,0.15,0,38.7,0.04,0.21
0,-0.13,0.12,0.24,0.24,-0.47,0.17,0.47,0,38.7,0.09,0.21
0,-0.16,0.15,0.29,0.29,-1.06,0.42,0.74,1,38.7,0.1,0.21
0,-0.19,0.18,0.35,0.35,-1.42,0.66,0.99,1,38.7,0.11,0.22
0,-0.2,0.21,0.41,0.41,-1.2,0.72,1.02,2,38.7,0.07,0.22
0,-0.2,0.21,0.41,0.41,-0.55,0.52,0.75,1,38.7,0,0.23
0,-0.18,0.2,0.39,0.39,0.2,0.22,0.39,0,38.7,-0.07,0.23
0,-0.15,0.17,0.34,0.34,0.95,-0.09,0.03,0,38.7,-0.11,0.23
0,-0.12,0.13,0.27,0.27,1.59,-0.42,-0.32,0,38.7,-0.14,0.23
0,-0.09,0.1,0.21,0.21,1.76,-0.62,-0.51,-1,38.7,-0.12,0.22
0,-0.07,0.08,0.17,0.17,1.32,-0.57,-0.41,0,38.7,-0.06,0.22
0,-0.07,0.07,0.14,0.14,0.7,-0.34,-0.1,0,38.7,0.02,0.22
0,-0.09,0.08,0.15,0.15,0.15,-0.1,0.18,0,38.7,0.07,0.22
0,-0.1,0.09,0.19,0.19,-0.49,0.13,0.44,0,38.7,0.09,0.22
0,-0.13,0.11,0.22,0.22,-1.22,0.44,0.79,1,38.7,0.13,0.22
0,-0.15,0.14,0.29,0.29,-1.44,0.68,1.03,2,38.7,0.12,0.22
0,-0.17,0.16,0.33,0.33,-1.12,0.66,0.96,1,38.7,0.06,0.23
0,-0.16,0.16,0.32,0.32,-0.59,0.48,0.71,1,38.7,0,0.23
0,-0.13,0.15,0.29,0.29,0.15,0.22,0.39,0,38.7,-0.06,0.23
0,-0.1,0.12,0.25,0.25,1,-0.13,-0.01,0,38.7,-0.11,0.23
0,-0.05,0.08,0.16,0.16,1.7,-0.5,-0.41,0,38.7,-0.15,0.23
0,-0.03,0.05,0.09,0.09,1.73,-0.68,-0.58,-1,38.85,-0.12,0.23
0,-0.02,0.02,0.04,0.04,1.29,-0.6,-0.43,0,39,-0.05,0.22
0,-0.01,0.02,0.04,0.04,0.78,-0.4,-0.16,0,40.5,0.02,0.22
0,-0.04,0.03,0.05,0.05,0.13,-0.18,0.1,0,42.45,0.06,0.22
0,-0.06,0.04,0.09,0.09,-0.81,0.17,0.5,1,42.75,0.12,0.22
0,-0.11,0.09,0.18,0.18,-1.47,0.56,0.94,1,43.65,0.15,0.22
0,-0.12,0.11,0.23,0.23,-1.35,0.69,1.03,2,43.8,0.11,0.23
0,-0.13,0.12,0.24,0.24,-0.85,0.55,0.81,1,44.4,0.03,0.23
0,-0.13,0.14,0.27,0.27,-0.28,0.34,0.54,1,44.4,-0.03,0.23
0,-0.1,0.12,0.24,0.24,0.5,0.07,0.22,0,44.55,-0.08,0.23
0,-0.07,0.08,0.17,0.17,1.41,-0.32,-0.22,0,44.4,-0.13,0.23
0,-0.05,0.06,0.12,0.12,1.8,-0.63,-0.55,-1,44.55,-0.15,0.23
0,-0.01,0.04,0.07,0.07,1.39,-0.64,-0.5,-1,44.4,-0.08,0.22
0,0.01,0,0.01,0.01,0.6,-0.4,-0.17,0,44.4,0.01,0.22
0,-0.01,-0.01,-0.01,-0.01,-0.42,-0.06,0.26,0,44.4,0.09,0.22
0,-0.05,0.02,0.05,0.05,-1.52,0.42,0.8,1,44.4,0.16,0.22
0,-0.1,0.07,0.15,0.15,-2.15,0.83,1.23,2,44.4,0.18,0.23
0,-0.15,0.13,0.27,0.27,-2.09,0.99,1.36,2,44.4,0.13,0.23
0,-0.16,0.17,0.33,0.33,-1.33,0.85,1.13,2,44.4,0.04,0.24
0,-0.13,0.15,0.31,0.31,-0.07,0.42,0.59,1,44.4,-0.08,0.24
0,-0.09,0.11,0.22,0.22,1.32,-0.17,-0.1,0,44.4,-0.18,0.24
0,-0.06,0.07,0.15,0.15,2.29,-0.7,-0.68,-1,44.4,-0.22,0.24
0,-0.04,0.04,0.09,0.09,2.53,-0.96,-0.92,-1,44.4,-0.19,0.23
0,-0.02,0.03,0.05,0.05,2.09,-0.93,-0.81,-1,44.4,-0.1,0.23
0,0.02,-0.01,-0.02,-0.02,1.2,-0.68,-0.46,0,44.4,0.01,0.22
0,0.07,-0.05,-0.09,-0.09,0.08,-0.3,0.02,0,44.4,0.1,0.22
0,0.07,-0.07,-0.14,-0.14,-0.96,0.13,0.51,1,44.4,0.17,0.22
0,0.02,-0.06,-0.11,-0.11,-1.73,0.51,0.92,1,44.4,0.19,0.22
0,-0.04,-0.01,-0.01,-0.01,-1.96,0.77,1.15,2,44.4,0.16,0.23
0,-0.11,0.06,0.12,0.12,-1.56,0.79,1.1,2,44.4,0.09,0.23
0,-0.15,0.13,0.25,0.25,-0.56,0.56,0.78,1,44.4,-0.02,0.24
0,-0.14,0.15,0.29,0.29,0.96,0.06,0.16,0,44.4,-0.13,0.24
0,-0.1,0.12,0.25,0.25,2.46,-0.61,-0.6,-1,44.4,-0.23,0.24
0,-0.04,0.07,0.15,0.15,3.27,-1.13,-1.15,-2,44.4,-0.25,0.23
0,0,0.02,0.03,0.03,3.27,-1.33,-1.3,-2,44.4,-0.18,0.22
0,0.02,-0.02,-0.04,-0.04,2.53,-1.21,-1.07,-2,44.55,-0.07,0.21
0,0,-0.02,-0.04,-0.04,1.15,-0.78,-0.52,-1,44.4,0.06,0.2
0,-0.02,0.01,0.01,0.01,-0.49,-0.12,0.26,0,44.4,0.19,0.2
0,-0.06,0.04,0.08,0.08,-1.81,0.51,0.97,1,44.4,0.25,0.2
0,-0.13,0.1,0.21,0.21,-2.68,1.01,1.47,2,44.4,0.25,0.21
0,-0.18,0.16,0.32,0.32,-2.81,1.27,1.69,3,44.4,0.2,0.22
0,-0.19,0.19,0.38,0.38,-2.08,1.17,1.49,2,44.4,0.09,0.23
0,-0.15,0.18,0.35,0.35,-0.73,0.72,0.91,1,44.4,-0.05,0.23
0,-0.09,0.13,0.26,0.26,0.8,0.09,0.16,0,44.55,-0.17,0.24
0,-0.03,0.06,0.13,0.13,2.24,-0.57,-0.58,-1,44.85,-0.24,0.23
0,0.03,0,0.01,0.01,3.23,-1.12,-1.16,-2,45.9,-0.26,0.23
0,0.1,-0.05,-0.11,-0.11,3.59,-1.44,-1.45,-2,46.2,-0.22,0.21
0,0.14,-0.11,-0.23,-0.23,3.19,-1.49,-1.42,-2,47.55,-0.13,0.2
0,0.17,-0.15,-0.3,-0.3,1.98,-1.18,-0.99,-1,48.15,0,0.19
0,0.17,-0.17,-0.34,-0.34,0.47,-0.63,-0.31,0,48.6,0.14,0.19
0,0.15,-0.16,-0.32,-0.32,-1.02,-0.02,0.39,0,48.9,0.22,0.19
0,0.1,-0.12,-0.24,-0.24,-2.35,0.59,1.05,2,48.9,0.27,0.19
0,0.05,-0.07,-0.14,-0.14,-3.05,1.07,1.52,3,48.9,0.26,0.2
0,0.02,-0.03,-0.07,-0.07,-2.81,1.19,1.58,3,48.9,0.18,0.21
0,0.01,-0.01,-0.02,-0.02,-1.75,0.94,1.19,2,48.75,0.04,0.21
0,0.04,-0.01,-0.02,-0.02,-0.2,0.4,0.51,1,48.75,-0.1,0.22
0,0.1,-0.05,-0.1,-0.1,1.54,-0.31,-0.31,0,48.9,-0.22,0.22
0,0.21,-0.14,-0.28,-0.28,2.96,-1.04,-1.11,-2,48.9,-0.29,0.21
0,0.32,-0.25,-0.5,-0.5,3.68,-1.57,-1.64,-3,48.9,-0.27,0.2
0,0.4,-0.35,-0.69,-0.69,3.69,-1.78,-1.79,-3,48.9,-0.19,0.19
0,0.43,-0.42,-0.84,-0.84,3.22,-1.74,-1.66,-3,48.9,-0.09,0.17
0,0.42,-0.43,-0.86,-0.86,2.28,-1.46,-1.29,-2,48.9,0.01,0.16
0,0.41,-0.41,-0.83,-0.83,0.9,-0.99,-0.72,-1,48.9,0.12,0.15
0,0.38,-0.39,-0.79,-0.79,-0.77,-0.35,0.02,0,48.75,0.22,0.15
0,0.32,-0.35,-0.7,-0.7,-2.4,0.37,0.81,1,48.9,0.29,0.15
0,0.26,-0.29,-0.59,-0.59,-3.54,0.99,1.46,2,48.9,0.31,0.16
0,0.22,-0.24,-0.49,-0.49,-3.64,1.3,1.71,3,48.9,0.24,0.17
0,0.22,-0.23,-0.45,-0.45,-2.49,1.11,1.37,2,48.75,0.09,0.18
0,0.26,-0.25,-0.5,-0.5,-0.36,0.41,0.48,0,48.9,-0.11,0.18
0,0.35,-0.31,-0.62,-0.62,2.15,-0.61,-0.72,-1,48.9,-0.29,0.18
0,0.44,-0.4,-0.81,-0.81,4.31,-1.65,-1.88,-3,48.9,-0.4,0.17
0,0.49,-0.48,-0.96,-0.96,5.69,-2.43,-2.68,-5,48.9,-0.41,0.15
0,0.54,-0.52,-1.04,-1.04,6.04,-2.82,-3.01,-6,48.75,-0.32,0.13
0,0.62,-0.58,-1.17,-1.17,5.27,-2.78,-2.84,-5,48.9,-0.17,0.11
0,0.69,-0.66,-1.32,-1.32,3.52,-2.33,-2.21,-4,48.9,0.02,0.09
0,0.68,-0.69,-1.38,-1.38,1.2,-1.51,-1.23,-2,48.9,0.21,0.08
0,0.63,-0.66,-1.31,-1.31,-1.26,-0.5,-0.07,0,48.9,0.36,0.07
0,0.57,-0.61,-1.21,-1.21,-3.13,0.45,0.94,1,48.9,0.43,0.07
0,0.49,-0.53,-1.06,-1.06,-3.78,1.02,1.47,2,48.9,0.37,0.08
0,0.43,-0.45,-0.9,-0.9,-3.35,1.11,1.43,2,48.9,0.23,0.09
0,0.41,-0.41,-0.82,-0.82,-2.1,0.8,0.95,1,48.9,0.05,0.1
0,0.46,-0.42,-0.84,-0.84,-0.16,0.14,0.12,0,48.9,-0.12,0.1
0,0.57,-0.5,-0.99,-0.99,2.01,-0.77,-0.95,-1,48.9,-0.27,0.09
0,0.69,-0.63,-1.25,-1.25,3.9,-1.71,-1.98,-3,48.9,-0.36,0.08
0,0.79,-0.74,-1.48,-1.48,5.19,-2.44,-2.74,-5,48.9,-0.36,0.07
0,0.91,-0.85,-1.7,-1.7,5.86,-2.92,-3.19,-6,48.9,-0.31,0.05
0,1,-0.96,-1.92,-1.92,5.73,-3.13,-3.32,-6,48.9,-0.21,0.02
0,1.06,-1.04,-2.08,-2.08,4.76,-2.97,-3.04,-6,48.9,-0.07,0
0,1.1,-1.08,-2.16,-2.16,3.08,-2.47,-2.4,-4,48.9,0.08,-0.02
0,1.08,-1.1,-2.2,-2.2,0.87,-1.69,-1.49,-2,48.9,0.24,-0.03
0,1,-1.04,-2.09,-2.09,-1.41,-0.71,-0.39,0,48.9,0.36,-0.04
0,0.92,-0.95,-1.91,-1.91,-2.97,0.16,0.52,1,48.9,0.4,-0.04
0,0.84,-0.88,-1.76,-1.76,-3.47,0.64,0.93,1,48.9,0.34,-0.04
0,0.79,-0.8,-1.61,-1.61,-3.07,0.71,0.87,1,48.9,0.2,-0.03
0,0.8,-0.79,-1.58,-1.58,-2,0.41,0.43,0,48.9,0.05,-0.03
0,0.85,-0.83,-1.66,-1.66,-0.34,-0.17,-0.3,0,48.9,-0.1,-0.03
0,0.93,-0.9,-1.81,-1.81,1.72,-0.99,-1.27,-2,48.9,-0.24,-0.03
0,1.02,-0.98,-1.96,-1.96,3.45,-1.86,-2.24,-4,48.9,-0.33,-0.05
0,1.14,-1.08,-2.17,-2.17,4.48,-2.48,-2.87,-5,48.9,-0.32,-0.06
0,1.23,-1.19,-2.38,-2.38,4.98,-2.87,-3.22,-6,48.9,-0.26,-0.09
0,1.29,-1.28,-2.56,-2.56,4.87,-3.03,-3.32,-6,48.9,-0.18,-0.11
0,1.32,-1.32,-2.64,-2.64,3.96,-2.86,-3.04,-6,48.9,-0.06,-0.13
0,1.33,-1.34,-2.68,-2.68,2.57,-2.39,-2.46,-4,48.9,0.08,-0.15
0,1.31,-1.34,-2.68,-2.68,0.97,-1.79,-1.76,-3,48.9,0.19,-0.16
0,1.26,-1.3,-2.59,-2.59,-0.76,-1.08,-0.98,-1,48.9,0.27,-0.17
0,1.22,-1.24,-2.49,-2.49,-2.15,-0.38,-0.24,0,48.75,0.32,-0.18
0,1.17,-1.2,-2.39,-2.39,-2.59,0.05,0.15,0,48.9,0.28,-0.18
0,1.14,-1.15,-2.3,-2.3,-1.99,0.04,0.02,0,48.9,0.15,-0.18
0,1.16,-1.15,-2.31,-2.31,-0.61,-0.37,-0.55,-1,48.9,-0.01,-0.18
0,1.21,-1.19,-2.38,-2.38,1.19,-1.06,-1.41,-2,48.9,-0.16,-0.18
0,1.28,-1.24,-2.49,-2.49,2.79,-1.81,-2.27,-4,48.9,-0.26,-0.2
0,1.37,-1.32,-2.64,-2.64,3.73,-2.4,-2.89,-5,48.9,-0.28,-0.21
0,1.45,-1.42,-2.83,-2.83,3.87,-2.69,-3.14,-6,48.9,-0.21,-0.23
0,1.51,-1.48,-2.97,-2.97,3.36,-2.66,-3.02,-6,48.9,-0.11,-0.25
0,1.58,-1.55,-3.09,-3.09,2.41,-2.41,-2.67,-5,48.75,0.01,-0.27
0,1.63,-1.62,-3.23,-3.23,1.31,-2.04,-2.23,-4,48.9,0.1,-0.29
0,1.63,-1.63,-3.25,-3.25,0.05,-1.58,-1.71,-3,48.9,0.17,-0.3
0,1.62,-1.62,-3.24,-3.24,-1.35,-1.04,-1.12,-2,48.9,0.23,-0.31
0,1.58,-1.61,-3.22,-3.22,-2.62,-0.47,-0.52,-1,48.9,0.27,-0.31
0,1.54,-1.55,-3.11,-3.11,-3.23,-0.02,-0.08,0,48.75,0.25,-0.31
0,1.55,-1.55,-3.1,-3.1,-2.6,0,-0.17,0,48.75,0.15,-0.31
0,1.57,-1.55,-3.11,-3.11,-0.91,-0.5,-0.85,-1,48.9,-0.03,-0.32
0,1.59,-1.57,-3.13,-3.13,1.11,-1.3,-1.82,-3,48.9,-0.2,-0.33
0,1.67,-1.61,-3.22,-3.22,2.81,-2.1,-2.74,-5,48.75,-0.3,-0.34
0,1.75,-1.7,-3.39,-3.39,3.84,-2.73,-3.39,-6,48.9,-0.31,-0.36
0,1.83,-1.78,-3.57,-3.57,4.11,-3.06,-3.68,-7,48.9,-0.24,-0.38
0,1.87,-1.84,-3.68,-3.68,3.61,-3.05,-3.59,-7,48.9,-0.13,-0.4
0,1.92,-1.89,-3.79,-3.79,2.69,-2.78,-3.22,-6,48.9,-0.01,-0.43
0,1.9,-1.91,-3.82,-3.82,1.6,-2.4,-2.75,-5,48.9,0.09,-0.44
0,1.86,-1.87,-3.74,-3.74,0.15,-1.87,-2.15,-4,48.9,0.17,-0.46
0,1.8,-1.83,-3.66,-3.66,-1.55,-1.18,-1.39,-2,48.9,0.26,-0.47
0,1.72,-1.75,-3.5,-3.5,-2.64,-0.51,-0.69,-1,48.9,0.29,-0.48
0,1.67,-1.68,-3.37,-3.37,-2.56,-0.25,-0.5,-1,48.9,0.22,-0.48
0,1.64,-1.64,-3.28,-3.28,-1.59,-0.45,-0.86,-1,48.9,0.07,-0.48
0,1.65,-1.62,-3.24,-3.24,-0.18,-0.93,-1.49,-2,48.9,-0.07,-0.49
0,1.72,-1.68,-3.35,-3.35,1.34,-1.58,-2.26,-4,48.9,-0.19,-0.5
0,1.81,-1.76,-3.51,-3.51,2.62,-2.21,-2.97,-5,48.9,-0.24,-0.51
0,1.9,-1.84,-3.69,-3.69,3.49,-2.72,-3.5,-6,48.9,-0.25,-0.53
0,1.98,-1.93,-3.86,-3.86,3.86,-3.05,-3.81,-7,48.9,-0.21,-0.55
0,2.01,-2,-3.99,-3.99,3.45,-3.11,-3.81,-7,48.9,-0.12,-0.58
0,2,-2,-4,-4,1.99,-2.74,-3.32,-6,48.9,0.02,-0.6
0,1.98,-1.98,-3.95,-3.95,-0.08,-1.97,-2.4,-4,48.9,0.19,-0.62
0,1.94,-1.96,-3.92,-3.92,-1.74,-1.16,-1.49,-2,48.9,0.3,-0.63
0,1.89,-1.91,-3.83,-3.83,-2.33,-0.66,-1.01,-2,48.9,0.28,-0.63
0,1.86,-1.88,-3.76,-3.76,-2.21,-0.58,-1.04,-2,48.9,0.18,-0.64
0,1.81,-1.83,-3.65,-3.65,-2.02,-0.61,-1.16,-2,48.9,0.09,-0.64
0,1.82,-1.8,-3.6,-3.6,-1.26,-0.74,-1.37,-2,48.9,0.02,-0.65
0,1.88,-1.85,-3.7,-3.7,0.5,-1.28,-2.04,-4,48.9,-0.11,-0.65
0,1.96,-1.91,-3.83,-3.83,2.8,-2.19,-3.13,-6,48.9,-0.27,-0.67
0,2.06,-2,-4,-4,4.59,-3.13,-4.18,-8,48.9,-0.36,-0.69
0,2.12,-2.09,-4.17,-4.17,4.98,-3.67,-4.71,-9,48.9,-0.32,-0.72
0,2.13,-2.13,-4.26,-4.26,3.86,-3.53,-4.43,-8,48.9,-0.15,-0.74
0,2.14,-2.13,-4.26,-4.26,1.91,-2.87,-3.57,-7,48.9,0.07,-0.77
0,2.13,-2.14,-4.28,-4.28,0.06,-2.09,-2.65,-5,48.9,0.23,-0.78
0,2.08,-2.11,-4.21,-4.21,-1.48,-1.39,-1.89,-3,48.9,0.29,-0.8
0,2,-2.04,-4.08,-4.08,-2.75,-0.77,-1.26,-2,48.9,0.31,-0.8
0,1.91,-1.94,-3.88,-3.88,-3.37,-0.29,-0.82,-1,48.9,0.28,-0.81
0,1.88,-1.89,-3.77,-3.77,-3.02,-0.18,-0.81,-1,48.9,0.18,-0.81
0,1.88,-1.87,-3.74,-3.74,-1.59,-0.53,-1.32,-2,48.9,0.02,-0.81
0,1.93,-1.89,-3.79,-3.79,0.4,-1.27,-2.25,-4,48.9,-0.16,-0.82
0,2.02,-1.97,-3.94,-3.94,2.24,-2.12,-3.24,-6,48.9,-0.28,-0.83
0,2.11,-2.06,-4.12,-4.12,3.56,-2.84,-4.01,-8,48.9,-0.32,-0.85
0,2.21,-2.16,-4.32,-4.32,4.23,-3.32,-4.47,-8,48.9,-0.28,-0.88
0,2.29,-2.25,-4.5,-4.5,4.32,-3.54,-4.64,-9,48.9,-0.2,-0.9
0,2.31,-2.3,-4.6,-4.6,3.74,-3.49,-4.52,-9,49.65,-0.1,-0.93
0,2.3,-2.31,-4.61,-4.61,2.32,-3.1,-4.01,-8,50.1,0.04,-0.95
0,2.25,-2.28,-4.56,-4.56,0.34,-2.37,-3.15,-6,51.15,0.19,-0.97
0,2.16,-2.21,-4.42,-4.42,-1.61,-1.5,-2.18,-4,51.6,0.3,-0.98
0,2.07,-2.1,-4.21,-4.21,-3.08,-0.71,-1.36,-2,51.6,0.34,-0.99
0,2,-2.03,-4.05,-4.05,-3.74,-0.21,-0.89,-1,51.6,0.31,-0.99
0,1.95,-1.97,-3.93,-3.93,-3.36,-0.1,-0.9,-1,51.75,0.19,-1
0,1.92,-1.92,-3.85,-3.85,-2.15,-0.41,-1.37,-2,51.75,0.04,-1
0,1.94,-1.93,-3.86,-3.86,-0.39,-1.01,-2.14,-4,51.75,-0.12,-1
0,2.01,-1.96,-3.92,-3.92,1.62,-1.82,-3.09,-6,51.75,-0.26,-1.02
0,2.09,-2.05,-4.1,-4.1,3.29,-2.65,-4.02,-8,51.75,-0.33,-1.03
0,2.18,-2.13,-4.26,-4.26,4.13,-3.24,-4.61,-9,51.75,-0.32,-1.06
0,2.22,-2.2,-4.39,-4.39,3.9,-3.42,-4.72,-9,51.75,-0.22,-1.08
0,2.27,-2.26,-4.51,-4.51,2.71,-3.16,-4.32,-8,51.75,-0.06,-1.11
0,2.25,-2.25,-4.51,-4.51,1.09,-2.58,-3.6,-7,51.75,0.1,-1.13
0,2.2,-2.23,-4.47,-4.47,-0.81,-1.85,-2.77,-5,51.75,0.23,-1.14
0,2.09,-2.15,-4.31,-4.31,-2.71,-1.01,-1.84,-3,51.75,0.32,-1.15
0,1.98,-2.04,-4.08,-4.08,-4.1,-0.23,-1.03,-2,51.75,0.35,-1.16
0,1.9,-1.95,-3.9,-3.9,-4.54,0.22,-0.64,-1,51.75,0.3,-1.15
0,1.83,-1.86,-3.73,-3.73,-3.98,0.26,-0.72,-1,51.75,0.17,-1.15
0,1.84,-1.83,-3.66,-3.66,-2.35,-0.14,-1.3,-2,51.75,0,-1.15
0,1.87,-1.87,-3.74,-3.74,-0.07,-1,-2.36,-4,51.75,-0.2,-1.16
0,1.93,-1.89,-3.79,-3.79,1.98,-1.93,-3.43,-6,51.75,-0.33,-1.17
0,2.02,-1.98,-3.95,-3.95,3.31,-2.67,-4.22,-8,51.75,-0.35,-1.19
0,2.11,-2.06,-4.12,-4.12,4.1,-3.16,-4.68,-9,51.75,-0.31,-1.21
0,2.18,-2.16,-4.33,-4.33,4.03,-3.41,-4.87,-9,51.75,-0.22,-1.24
0,2.2,-2.18,-4.36,-4.36,2.95,-3.18,-4.51,-9,51.75,-0.07,-1.26
0,2.19,-2.19,-4.37,-4.37,1.41,-2.63,-3.82,-7,51.75,0.09,-1.28
0,2.16,-2.17,-4.34,-4.34,-0.24,-1.98,-3.08,-6,51.75,0.2,-1.3
0,2.06,-2.11,-4.21,-4.21,-1.96,-1.24,-2.26,-4,51.75,0.28,-1.31
0,1.99,-2.02,-4.03,-4.03,-3.23,-0.53,-1.53,-3,51.75,0.32,-1.32
0,1.9,-1.95,-3.9,-3.9,-3.57,-0.15,-1.2,-2,51.75,0.26,-1.32
0,1.81,-1.83,-3.66,-3.66,-3.2,-0.09,-1.25,-2,51.75,0.15,-1.32
0,1.78,-1.79,-3.58,-3.58,-2.34,-0.3,-1.59,-3,51.75,0.03,-1.32
0,1.8,-1.77,-3.53,-3.53,-0.93,-0.74,-2.15,-4,51.75,-0.09,-1.32
0,1.85,-1.81,-3.63,-3.63,0.66,-1.4,-2.94,-5,51.75,-0.2,-1.33
0,1.92,-1.88,-3.77,-3.77,2.04,-2.05,-3.66,-7,51.75,-0.26,-1.35
0,1.99,-1.97,-3.93,-3.93,3.3,-2.65,-4.29,-8,51.75,-0.28,-1.37
0,2.06,-2.05,-4.1,-4.1,3.97,-3.14,-4.79,-9,51.75,-0.27,-1.39
0,2.1,-2.09,-4.17,-4.17,3.55,-3.23,-4.81,-9,51.75,-0.17,-1.41
0,2.08,-2.11,-4.22,-4.22,2.21,-2.88,-4.33,-8,51.75,-0.01,-1.44
0,2.02,-2.06,-4.12,-4.12,0.26,-2.15,-3.45,-6,51.75,0.15,-1.45
0,1.93,-1.99,-3.98,-3.98,-1.68,-1.3,-2.48,-4,51.75,0.28,-1.46
0,1.86,-1.91,-3.82,-3.82,-3.41,-0.49,-1.62,-3,51.75,0.34,-1.47
0,1.78,-1.83,-3.65,-3.65,-4.3,0.15,-0.99,-1,51.75,0.34,-1.47
0,1.75,-1.77,-3.53,-3.53,-3.87,0.28,-0.97,-1,51.75,0.22,-1.47
0,1.74,-1.74,-3.49,-3.49,-2.63,-0.07,-1.5,-2,51.75,0.04,-1.47
0,1.78,-1.75,-3.5,-3.5,-0.86,-0.67,-2.26,-4,51.75,-0.12,-1.47
0,1.85,-1.8,-3.6,-3.6,1.4,-1.54,-3.28,-6,51.75,-0.26,-1.48
0,1.96,-1.9,-3.81,-3.81,3.42,-2.53,-4.39,-8,51.75,-0.37,-1.5
