遥控器 Pitch 目标角度,当前 Pitch 实际角度,外环角度误差,外环原始输出角速度,斜坡后的最终角速度目标,当前 Pitch 角速度,角速度内环 P 项输出,角速度内环最终输出,电机差动量,油门,D项输出,I项输出
0,0.03,-0.03,-0.05,-0.05,-0.06,0,0,0,0,0,0
0,0.03,-0.03,-0.04,-0.04,-0.08,0.01,0.01,0,0,0,0
0,0.02,-0.03,-0.04,-0.04,-0.06,0.01,0.01,0,0,0,0
0,0.02,-0.02,-0.03,-0.03,-0.04,0.01,0,0,0,0,0
0,0.02,-0.02,-0.03,-0.03,-0.03,0,0,0,0,0,0
0,0.02,-0.02,-0.03,-0.03,-0.02,0,0,0,1.05,0,0
0,0.02,-0.02,-0.03,-0.03,-0.03,0,-0.01,0,3.45,0,0
0,0.02,-0.02,-0.03,-0.03,-0.04,0,0,0,5.55,0,0
0,0.02,-0.02,-0.03,-0.03,-0.05,0.01,0.01,0,7.65,0,0
0,0.02,-0.02,-0.03,-0.03,-0.04,0.01,0.01,0,9.3,0,0
0,0.02,-0.02,-0.03,-0.03,-0.02,0,0,0,12.15,0,0
0,0.02,-0.02,-0.03,-0.03,-0.04,0,0,0,13.2,0,0
0,0.02,-0.02,-0.03,-0.03,-0.04,0.01,0.01,0,13.8,0,0
0,0.01,-0.02,-0.02,-0.02,-0.02,0,0,0,17.4,0,0
0,0.01,-0.01,-0.02,-0.02,-0.03,0,0,0,18.45,0,0
0,0.01,-0.01,-0.02,-0.02,-0.04,0,0,0,19.95,0,0
0,0.01,-0.01,-0.01,-0.01,-0.07,0.02,0.02,0,20.4,0,0
0,0,-0.01,-0.01,-0.01,-0.06,0.02,0.02,0,20.4,0,0
0,0.03,-0.02,-0.03,-0.03,-0.1,0.01,0.01,0,20.4,0,0
0,0,0.01,0.02,0.02,-0.83,0.15,0.17,0,20.4,0.02,0
0,-0.03,0.01,0.02,0.02,-1.45,0.51,0.57,1,20.55,0.06,0
0,-0.01,0.01,0.02,0.02,-1.31,0.59,0.64,1,20.4,0.05,0
0,-0.02,0.02,0.03,0.03,-0.75,0.43,0.44,0,20.4,0,0.01
0,-0.02,0.02,0.02,0.02,-0.35,0.21,0.19,0,20.4,-0.03,0.01
0,-0.02,0.02,0.03,0.03,-0.13,0.11,0.08,0,20.4,-0.03,0.01
0,-0.01,0.02,0.03,0.03,0.09,0.02,-0.01,0,20.4,-0.03,0.01
0,-0.01,0.02,0.02,0.02,0.16,-0.05,-0.07,0,20.4,-0.03,0.01
0,-0.01,0.01,0.02,0.02,0.15,-0.05,-0.06,0,20.4,-0.02,0.01
0,-0.01,0.01,0.02,0.02,0.17,-0.05,-0.06,0,20.4,-0.01,0.01
0,-0.02,0.01,0.02,0.02,0.13,-0.06,-0.06,0,20.4,-0.01,0.01
0,-0.01,0.02,0.03,0.03,-0.01,-0.01,-0.01,0,20.4,0,0.01
0,-0.02,0.01,0.02,0.02,-0.1,0.03,0.05,0,20.4,0.01,0.01
0,-0.02,0.02,0.03,0.03,-0.14,0.06,0.08,0,20.4,0.01,0.01
0,-0.03,0.02,0.04,0.04,-0.16,0.07,0.09,0,20.4,0.01,0.01
0,-0.02,0.02,0.04,0.04,-0.14,0.08,0.09,0,20.4,0,0.01
0,-0.02,0.02,0.03,0.03,-0.05,0.05,0.06,0,20.4,0,0.01
0,-0.02,0.02,0.03,0.03,0.03,0.02,0.02,0,20.4,-0.01,0.01
0,-0.02,0.02,0.02,0.02,0.09,-0.02,-0.02,0,20.4,-0.01,0.01
0,-0.02,0.02,0.03,0.03,0.04,-0.02,-0.02,0,20.4,-0.01,0.01
0,-0.02,0.01,0.02,0.02,-0.08,0.01,0.02,0,20.4,0,0.01
0,-0.02,0.02,0.03,0.03,-0.16,0.06,0.08,0,20.4,0.01,0.01
0,-0.02,0.02,0.02,0.02,-0.21,0.08,0.1,0,20.4,0.01,0.01
0,-0.03,0.03,0.04,0.04,-0.31,0.12,0.14,0,20.4,0.01,0.01
0,-0.03,0.03,0.04,0.04,-0.37,0.16,0.18,0,20.4,0.01,0.01
