遥控器 Pitch 目标角度,当前 Pitch 实际角度,外环角度误差,外环原始输出角速度,斜坡后的最终角速度目标,当前 Pitch 角速度,角速度内环 P 项输出,角速度内环最终输出,电机差动量,油门,D项输出,I项输出
0,-0.42,0.45,0.9,0.9,2.68,-0.5,-0.58,-1,58.65,-0.16,0.08
0,-0.33,0.36,0.73,0.73,3.48,-0.96,-1.04,-2,58.65,-0.15,0.07
0,-0.3,0.33,0.66,0.66,3.68,-1.22,-1.28,-2,58.65,-0.12,0.07
0,-0.29,0.31,0.62,0.62,3.02,-1.12,-1.12,-2,58.65,-0.06,0.06
0,-0.3,0.29,0.59,0.59,1.84,-0.76,-0.69,-1,58.65,0.02,0.05
0,-0.31,0.28,0.56,0.56,0.23,-0.2,-0.06,0,58.65,0.09,0.05
0,-0.39,0.33,0.66,0.66,-1.25,0.48,0.68,1,58.65,0.15,0.05
0,-0.46,0.43,0.86,0.86,-2.67,1.12,1.34,2,58.65,0.17,0.06
0,-0.52,0.48,0.97,0.97,-3.61,1.71,1.95,3,58.65,0.18,0.07
0,-0.61,0.56,1.12,1.12,-3.4,1.88,2.09,4,58.65,0.12,0.08
0,-0.66,0.64,1.27,1.27,-2.77,1.77,1.91,3,58.65,0.05,0.1
0,-0.65,0.66,1.33,1.33,-1.2,1.37,1.44,2,58.65,-0.03,0.11
0,-0.61,0.63,1.25,1.25,0.71,0.6,0.59,1,58.65,-0.12,0.11
0,-0.55,0.58,1.16,1.16,2.48,-0.18,-0.25,0,58.65,-0.18,0.11
0,-0.45,0.51,1.01,1.01,3.82,-0.89,-0.98,-1,58.65,-0.2,0.11
0,-0.38,0.41,0.82,0.82,4.45,-1.37,-1.44,-2,58.65,-0.17,0.1
0,-0.32,0.34,0.67,0.67,4.33,-1.51,-1.54,-3,58.65,-0.11,0.09
0,-0.26,0.29,0.57,0.57,3.62,-1.4,-1.37,-2,58.65,-0.05,0.08
0,-0.26,0.27,0.53,0.53,2.24,-0.98,-0.88,-1,58.65,0.03,0.07
0,-0.31,0.28,0.57,0.57,0.67,-0.36,-0.19,0,58.65,0.11,0.06
0,-0.37,0.33,0.66,0.66,-1.22,0.36,0.59,1,58.65,0.16,0.07
0,-0.42,0.39,0.78,0.78,-2.82,1.16,1.44,2,58.65,0.2,0.07
0,-0.54,0.49,0.97,0.97,-3.6,1.7,1.96,3,58.65,0.18,0.08
0,-0.61,0.59,1.17,1.17,-3.96,2.02,2.26,4,58.65,0.14,0.1
0,-0.65,0.62,1.24,1.24,-3.15,1.97,2.15,4,58.65,0.07,0.11
0,-0.65,0.65,1.3,1.3,-1.9,1.55,1.66,3,58.65,-0.02,0.13
0,-0.62,0.65,1.3,1.3,0.18,0.89,0.92,1,58.65,-0.11,0.13
0,-0.56,0.61,1.22,1.22,1.97,0.03,-0.02,0,58.65,-0.18,0.14
0,-0.47,0.51,1.02,1.02,3.66,-0.71,-0.78,-1,58.65,-0.2,0.13
0,-0.36,0.39,0.78,0.78,4.66,-1.41,-1.48,-2,58.65,-0.2,0.12
0,-0.29,0.31,0.62,0.62,4.82,-1.68,-1.71,-3,58.65,-0.15,0.11
0,-0.25,0.27,0.55,0.55,4.5,-1.67,-1.66,-3,58.65,-0.08,0.1
0,-0.21,0.23,0.46,0.46,3.55,-1.46,-1.39,-2,58.65,-0.02,0.09
0,-0.22,0.2,0.4,0.4,1.82,-0.95,-0.8,-1,58.65,0.07,0.08
0,-0.26,0.23,0.46,0.46,0,-0.16,0.07,0,58.65,0.15,0.08
0,-0.34,0.3,0.59,0.59,-1.88,0.58,0.85,1,58.65,0.19,0.08
0,-0.41,0.39,0.78,0.78,-3.6,1.48,1.79,3,58.65,0.23,0.09
0,-0.52,0.48,0.96,0.96,-3.97,1.93,2.21,4,58.65,0.19,0.1
0,-0.57,0.56,1.12,1.12,-3.99,2.09,2.33,4,58.65,0.13,0.12
0,-0.6,0.59,1.18,1.18,-2.59,1.84,2,4,58.65,0.03,0.13
0,-0.59,0.6,1.21,1.21,-1.12,1.22,1.29,2,58.65,-0.07,0.14
0,-0.52,0.55,1.09,1.09,1.01,0.5,0.52,1,58.65,-0.14,0.15
0,-0.43,0.47,0.94,0.94,3.1,-0.49,-0.56,-1,58.65,-0.21,0.15
0,-0.33,0.38,0.76,0.76,4.29,-1.2,-1.27,-2,58.65,-0.22,0.14
0,-0.2,0.26,0.52,0.52,5.08,-1.68,-1.73,-3,58.65,-0.18,0.13
0,-0.14,0.17,0.34,0.34,5.23,-1.97,-2,-3,58.65,-0.14,0.11
0,-0.09,0.13,0.26,0.26,4.67,-1.91,-1.88,-3,58.65,-0.07,0.1
0,-0.04,0.06,0.13,0.13,3.51,-1.61,-1.51,-3,58.65,0.01,0.09
0,-0.05,0.03,0.06,0.06,1.92,-1.08,-0.92,-1,58.65,0.08,0.08
0,-0.09,0.08,0.15,0.15,-0.13,-0.3,-0.08,0,58.65,0.16,0.07
0,-0.15,0.13,0.26,0.26,-1.74,0.5,0.77,1,58.65,0.2,0.07
0,-0.23,0.19,0.38,0.38,-3.19,1.15,1.44,2,58.65,0.2,0.08
0,-0.31,0.26,0.51,0.51,-3.68,1.66,1.93,3,58.65,0.18,0.09
0,-0.34,0.33,0.65,0.65,-3.25,1.67,1.88,3,58.65,0.1,0.11
0,-0.36,0.37,0.73,0.73,-2.12,1.41,1.55,3,58.65,0.02,0.12
0,-0.35,0.38,0.76,0.76,-0.2,0.78,0.82,1,58.8,-0.08,0.12
0,-0.3,0.32,0.64,0.64,1.7,-0.04,-0.07,0,58.8,-0.16,0.13
0,-0.19,0.23,0.46,0.46,3.39,-0.86,-0.93,-1,58.8,-0.2,0.12
0,-0.06,0.13,0.25,0.25,4.5,-1.5,-1.59,-3,58.8,-0.2,0.11
0,0,0.05,0.1,0.1,5.06,-1.93,-2,-3,58.95,-0.17,0.1
0,0.04,-0.02,-0.03,-0.03,4.74,-1.99,-2.01,-4,59.55,-0.1,0.08
0,0.11,-0.08,-0.17,-0.17,3.76,-1.81,-1.76,-3,60.15,-0.03,0.07
0,0.16,-0.14,-0.28,-0.28,2.07,-1.29,-1.17,-2,61.8,0.06,0.06
0,0.09,-0.12,-0.23,-0.23,0.5,-0.61,-0.43,0,62.1,0.13,0.05
0,-0.01,-0.04,-0.09,-0.09,-1.4,0.13,0.35,0,62.25,0.18,0.05
0,-0.09,0.03,0.06,0.06,-2.88,0.95,1.22,2,62.25,0.21,0.06
0,-0.15,0.12,0.24,0.24,-3.73,1.41,1.65,3,62.25,0.18,0.07
0,-0.17,0.16,0.33,0.33,-3.94,1.74,1.97,3,62.25,0.15,0.08
0,-0.2,0.19,0.39,0.39,-3.27,1.61,1.77,3,62.25,0.07,0.09
0,-0.18,0.17,0.34,0.34,-1.85,1.22,1.31,2,62.25,-0.01,0.1
0,-0.1,0.16,0.33,0.33,0.01,0.51,0.51,1,62.25,-0.11,0.11
0,-0.03,0.09,0.18,0.18,2.28,-0.4,-0.48,0,62.25,-0.19,0.11
0,0.12,-0.07,-0.14,-0.14,3.94,-1.32,-1.44,-2,62.25,-0.22,0.1
0,0.31,-0.22,-0.43,-0.43,4.82,-1.97,-2.1,-4,62.25,-0.21,0.08
0,0.44,-0.37,-0.75,-0.75,5.08,-2.32,-2.4,-4,62.25,-0.15,0.07
0,0.48,-0.48,-0.97,-0.97,4.52,-2.35,-2.38,-4,62.25,-0.08,0.05
0,0.5,-0.5,-1.01,-1.01,2.98,-1.95,-1.9,-3,62.25,0.01,0.03
0,0.44,-0.46,-0.91,-0.91,0.98,-1.18,-1.04,-2,62.25,0.11,0.02
0,0.31,-0.38,-0.76,-0.76,-1.27,-0.26,-0.05,0,62.25,0.19,0.02
0,0.21,-0.28,-0.56,-0.56,-3.38,0.75,1.01,2,62.25,0.24,0.02
0,0.1,-0.15,-0.3,-0.3,-4.81,1.54,1.81,3,62.25,0.24,0.03
0,-0.04,-0.04,-0.07,-0.07,-5.47,2.07,2.32,4,62.25,0.2,0.05
0,-0.12,0.07,0.14,0.14,-5.34,2.27,2.47,4,62.25,0.14,0.06
0,-0.15,0.15,0.3,0.3,-4.31,2.08,2.21,4,62.25,0.05,0.08
0,-0.14,0.15,0.31,0.31,-2.57,1.53,1.57,3,62.25,-0.05,0.09
0,-0.09,0.12,0.24,0.24,-0.52,0.72,0.67,1,62.25,-0.14,0.1
0,-0.01,0.04,0.09,0.09,1.57,-0.17,-0.27,0,62.25,-0.2,0.1
0,0.05,-0.01,-0.01,-0.01,3.32,-1.02,-1.16,-2,62.25,-0.23,0.09
0,0.1,-0.08,-0.16,-0.16,4.53,-1.67,-1.81,-3,62.25,-0.22,0.08
0,0.19,-0.17,-0.34,-0.34,4.55,-2,-2.1,-4,62.25,-0.17,0.07
0,0.31,-0.24,-0.47,-0.47,3.66,-1.89,-1.91,-3,62.1,-0.08,0.05
0,0.35,-0.33,-0.66,-0.66,2.02,-1.42,-1.34,-2,62.1,0.03,0.04
0,0.38,-0.37,-0.74,-0.74,-0.21,-0.67,-0.5,-1,62.1,0.13,0.04
0,0.32,-0.34,-0.69,-0.69,-2.41,0.24,0.48,0,62.1,0.2,0.04
0,0.22,-0.28,-0.55,-0.55,-4.47,1.2,1.49,2,62.1,0.25,0.04
0,0.09,-0.16,-0.31,-0.31,-5.79,1.94,2.24,4,62.1,0.24,0.06
0,-0.03,-0.04,-0.08,-0.08,-6.36,2.47,2.74,5,62.1,0.2,0.07
0,-0.13,0.08,0.16,0.16,-6.04,2.57,2.79,5,62.1,0.12,0.09
0,-0.21,0.17,0.33,0.33,-4.8,2.35,2.49,4,62.1,0.03,0.11
0,-0.24,0.23,0.46,0.46,-3.1,1.79,1.85,3,62.1,-0.07,0.13
0,-0.18,0.24,0.48,0.48,-1.08,1.03,1.01,2,62.1,-0.15,0.14
0,-0.08,0.13,0.26,0.26,1.08,0.11,0.04,0,62.1,-0.21,0.14
0,0.06,0,-0.01,-0.01,3.07,-0.85,-0.96,-1,62.1,-0.24,0.13
0,0.16,-0.1,-0.19,-0.19,4.37,-1.62,-1.74,-3,62.1,-0.24,0.12
0,0.24,-0.2,-0.41,-0.41,4.67,-2.02,-2.1,-4,62.1,-0.19,0.11
0,0.3,-0.27,-0.53,-0.53,3.88,-1.97,-1.97,-3,62.1,-0.1,0.09
0,0.32,-0.32,-0.63,-0.63,2.23,-1.53,-1.44,-2,61.5,0.01,0.08
0,0.31,-0.33,-0.65,-0.65,-0.07,-0.69,-0.49,0,61.2,0.13,0.07
0,0.24,-0.28,-0.56,-0.56,-2.55,0.28,0.56,1,61.2,0.21,0.07
0,0.12,-0.21,-0.41,-0.41,-4.7,1.33,1.67,3,61.05,0.26,0.08
0,-0.01,-0.05,-0.11,-0.11,-6.38,2.2,2.55,5,61.05,0.26,0.1
0,-0.18,0.08,0.17,0.17,-7.19,2.84,3.18,6,61.05,0.23,0.12
0,-0.33,0.26,0.53,0.53,-7.14,3.11,3.41,6,61.05,0.16,0.14
0,-0.47,0.42,0.84,0.84,-6.32,3.05,3.28,6,61.05,0.07,0.16
0,-0.54,0.51,1.01,1.01,-5.04,2.72,2.89,5,61.05,-0.02,0.18
0,-0.57,0.56,1.12,1.12,-3.13,2.09,2.18,4,61.05,-0.11,0.2
0,-0.57,0.56,1.12,1.12,-0.73,1.25,1.28,2,61.05,-0.18,0.21
0,-0.53,0.54,1.08,1.08,1.7,0.21,0.17,0,61.05,-0.25,0.22
0,-0.46,0.5,1,1,3.52,-0.67,-0.73,-1,61.05,-0.27,0.21
0,-0.39,0.41,0.81,0.81,4.73,-1.37,-1.42,-2,61.05,-0.25,0.2
0,-0.3,0.33,0.67,0.67,4.69,-1.67,-1.66,-3,61.05,-0.18,0.19
0,-0.28,0.29,0.58,0.58,3.87,-1.54,-1.45,-2,61.05,-0.08,0.18
0,-0.28,0.28,0.55,0.55,1.95,-0.97,-0.77,-1,61.05,0.03,0.17
0,-0.33,0.29,0.57,0.57,-0.34,-0.11,0.2,0,61.05,0.14,0.17
0,-0.39,0.35,0.7,0.7,-2.68,0.91,1.3,2,61.05,0.22,0.17
0,-0.54,0.47,0.94,0.94,-4.58,1.83,2.26,4,61.05,0.25,0.18
0,-0.68,0.59,1.18,1.18,-6.18,2.68,3.13,6,61.05,0.25,0.2
0,-0.8,0.72,1.45,1.45,-7.02,3.24,3.68,7,61.05,0.21,0.23
0,-0.93,0.87,1.73,1.73,-7.15,3.57,3.99,7,61.05,0.16,0.25
0,-1.03,0.99,1.98,1.98,-6.57,3.56,3.92,7,61.05,0.08,0.28
0,-1.09,1.06,2.11,2.11,-5.31,3.27,3.57,7,61.05,0,0.3
0,-1.07,1.08,2.16,2.16,-3.61,2.67,2.91,5,61.05,-0.09,0.33
0,-1.03,1.08,2.16,2.16,-1.32,1.85,2.03,4,61.05,-0.17,0.34
0,-0.94,1,1.99,1.99,1.05,0.87,0.99,1,61.05,-0.23,0.35
0,-0.82,0.88,1.76,1.76,3.09,-0.15,-0.07,0,61.05,-0.27,0.35
0,-0.71,0.77,1.54,1.54,4.5,-0.95,-0.86,-1,61.05,-0.26,0.34
0,-0.61,0.66,1.31,1.31,4.88,-1.4,-1.27,-2,61.05,-0.2,0.33
0,-0.51,0.55,1.1,1.1,4.34,-1.43,-1.22,-2,61.05,-0.11,0.32
0,-0.49,0.48,0.97,0.97,3,-1.14,-0.85,-1,61.05,-0.02,0.31
0,-0.53,0.47,0.95,0.95,0.87,-0.39,0.02,0,61.05,0.1,0.31
0,-0.59,0.55,1.1,1.1,-1.67,0.56,1.06,2,61.05,0.18,0.31
0,-0.75,0.66,1.32,1.32,-4.06,1.7,2.28,4,61.05,0.26,0.32
0,-0.9,0.82,1.63,1.63,-6.39,2.75,3.38,6,61.05,0.29,0.34
0,-1.05,0.97,1.93,1.93,-7.82,3.67,4.32,8,61.05,0.28,0.37
0,-1.18,1.12,2.25,2.25,-8.52,4.22,4.84,9,61.05,0.23,0.4
0,-1.34,1.28,2.57,2.57,-8.08,4.37,4.94,9,61.05,0.14,0.43
0,-1.46,1.39,2.78,2.78,-7.03,4.19,4.69,9,61.05,0.04,0.46
0,-1.45,1.47,2.94,2.94,-5.28,3.67,4.1,8,61.05,-0.06,0.49
0,-1.47,1.49,2.99,2.99,-2.92,2.83,3.19,6,61.05,-0.16,0.51
0,-1.39,1.42,2.83,2.83,-0.13,1.8,2.1,4,61.05,-0.23,0.53
0,-1.27,1.32,2.64,2.64,2.64,0.5,0.73,1,61.05,-0.31,0.54
0,-1.14,1.21,2.43,2.43,4.53,-0.49,-0.27,0,61.05,-0.31,0.53
0,-1.05,1.09,2.19,2.19,5.98,-1.25,-1,-2,61.05,-0.28,0.53
0,-0.97,1.04,2.07,2.07,6.15,-1.68,-1.39,-2,61.05,-0.22,0.51
0,-0.92,0.95,1.91,1.91,5.44,-1.59,-1.2,-2,61.05,-0.11,0.5
0,-0.86,0.87,1.75,1.75,3.72,-1.16,-0.67,-1,61.05,0.01,0.49
0,-0.83,0.85,1.7,1.7,1.46,-0.39,0.21,0,61.05,0.12,0.49
0,-0.92,0.88,1.76,1.76,-1.14,0.64,1.34,2,61.05,0.21,0.49
0,-1.08,0.98,1.97,1.97,-3.61,1.75,2.53,5,61.05,0.27,0.5
0,-1.19,1.11,2.21,2.21,-5.24,2.74,3.54,7,61.05,0.29,0.52
0,-1.26,1.23,2.45,2.45,-5.99,3.23,4,8,61.05,0.23,0.54
0,-1.34,1.3,2.59,2.59,-5.76,3.46,4.18,8,61.05,0.16,0.57
0,-1.41,1.35,2.7,2.7,-4.61,3.2,3.84,7,61.05,0.05,0.59
0,-1.41,1.41,2.83,2.83,-2.67,2.62,3.18,6,61.05,-0.06,0.61
0,-1.38,1.4,2.79,2.79,-0.14,1.69,2.15,4,61.05,-0.17,0.63
0,-1.29,1.33,2.66,2.66,2.29,0.63,1.03,2,61.05,-0.24,0.64
0,-1.15,1.22,2.45,2.45,4.34,-0.39,-0.03,0,61.05,-0.27,0.63
0,-1.03,1.09,2.18,2.18,5.81,-1.18,-0.82,-1,61.05,-0.26,0.63
0,-0.89,0.97,1.95,1.95,6.51,-1.73,-1.33,-2,61.05,-0.22,0.62
0,-0.75,0.84,1.67,1.67,6.22,-1.94,-1.48,-2,61.05,-0.14,0.6
0,-0.66,0.7,1.39,1.39,5.08,-1.72,-1.18,-2,61.05,-0.04,0.59
0,-0.67,0.64,1.29,1.29,3.32,-1.21,-0.57,-1,61.05,0.06,0.58
0,-0.74,0.69,1.38,1.38,1.13,-0.35,0.38,0,61.05,0.15,0.57
0,-0.83,0.78,1.57,1.57,-1.42,0.67,1.48,2,61.05,0.22,0.58
0,-0.94,0.87,1.74,1.74,-3.45,1.71,2.57,5,61.05,0.27,0.59
0,-1.01,0.97,1.94,1.94,-5.13,2.51,3.37,6,61.05,0.26,0.6
0,-1.13,1.08,2.15,2.15,-5.86,3.11,3.97,7,61.05,0.23,0.63
0,-1.21,1.17,2.34,2.34,-5.73,3.31,4.12,8,61.05,0.15,0.65
0,-1.28,1.26,2.52,2.52,-4.56,3.1,3.82,7,61.05,0.05,0.68
0,-1.32,1.3,2.6,2.6,-2.65,2.51,3.14,6,61.05,-0.06,0.7
0,-1.28,1.32,2.63,2.63,-0.54,1.72,2.28,4,61.05,-0.15,0.71
0,-1.21,1.26,2.51,2.51,2.13,0.69,1.18,2,61.05,-0.23,0.72
0,-1.12,1.16,2.32,2.32,4.15,-0.39,0.05,0,61.05,-0.28,0.72
0,-0.98,1.04,2.07,2.07,5.29,-1.07,-0.61,-1,61.05,-0.25,0.71
0,-0.9,0.94,1.88,1.88,5.76,-1.53,-1.03,-2,61.05,-0.2,0.7
