遥控器 Pitch 目标角度,当前 Pitch 实际角度,外环角度误差,外环原始输出角速度,斜坡后的最终角速度目标,当前 Pitch 角速度,角速度内环 P 项输出,角速度内环最终输出,电机差动量,油门,D项输出,I项输出
0,3.82,-3.27,-13.06,-13.06,64.71,-31.48,-31.93,-63,52.8,0,-0.46
0,4.74,-4.3,-17.18,-17.18,58.55,-31.82,-32.52,-65,52.8,0,-0.7
0,5.45,-5.12,-20.47,-20.47,47.59,-29.62,-30.55,-61,52.8,0,-0.92
0,5.96,-5.65,-22.59,-22.59,32.22,-25.23,-26.35,-52,52.8,0,-1.12
0,5.89,-6,-23.99,-23.99,12.98,-18.76,-20.04,-40,52.8,0,-1.28
0,5.36,-5.66,-22.63,-22.63,-7.29,-10.18,-11.55,-23,52.8,0,-1.37
0,4.42,-4.97,-19.87,-19.87,-27.4,-1.03,-2.42,-4,52.8,0,-1.39
0,3.12,-3.77,-15.08,-15.08,-47.86,9.04,7.69,15,52.8,0,-1.35
0,1.56,-2.36,-9.44,-9.44,-66.49,19.27,18.05,36,52.8,0,-1.22
0,-0.3,-0.62,-2.5,-2.5,-81.55,28.76,27.73,55,52.8,0,-1.02
0,-2.45,1.43,5.72,5.2,-94.56,37.34,36.59,73,52.8,0,-0.76
0,-4.61,3.58,14.3,13.2,-104.12,45.42,44.99,89,52.8,0,-0.43
0,-6.52,5.56,22.22,21.2,-103.13,50.45,50.38,100,52.8,0,-0.06
0,-8.1,7.33,29.33,29.2,-95.09,51.54,51.86,103,52.8,0,0.32
0,-8.8,8.55,34.21,34.21,-82.06,49.42,50.12,100,52.8,0,0.7
0,-9.61,9.22,36.88,36.88,-64.26,44.2,45.24,90,52.8,0,1.04
0,-10.33,9.98,39.93,39.93,-43.81,37.6,38.94,77,52.8,0,1.34
0,-10.96,10.68,42.71,42.71,-26.59,30.88,32.47,64,52.8,0,1.58
0,-11.1,11.09,44.36,44.36,-13.42,25.67,27.46,54,52.8,0,1.78
0,-10.63,10.94,43.78,43.78,1.7,20.08,22.02,44,52.8,0,1.95
0,-9.84,10.25,40.99,40.99,20.03,12.11,14.16,28,52.8,0,2.05
0,-8.98,9.46,37.84,37.84,36.92,3.56,5.65,11,52.8,0,2.09
0,-7.86,8.48,33.9,33.9,49.17,-3.92,-1.84,-3,52.8,0,2.08
0,-6.66,7.24,28.95,28.95,56.46,-9.79,-7.78,-15,52.8,0,2.01
0,-5.52,6.05,24.18,24.18,59.09,-13.64,-11.72,-23,52.8,0,1.92
0,-4.58,5.06,20.24,20.24,56.73,-15.39,-13.58,-27,52.8,0,1.81
0,-3.8,4.12,16.49,16.49,48.83,-14.74,-13.04,-26,52.8,0,1.69
0,-3.31,3.52,14.08,14.08,36.48,-11.66,-10.06,-20,52.8,0,1.6
0,-3.37,3.28,13.12,13.12,19.3,-6.17,-4.63,-9,52.8,0,1.54
0,-3.79,3.54,14.15,14.15,-1.48,2.05,3.59,7,52.8,0,1.54
0,-4.54,4.13,16.54,16.54,-20.69,11.21,12.81,25,52.8,0,1.61
0,-5.63,5.03,20.13,20.13,-36.58,19.67,21.41,42,52.8,0,1.74
0,-6.96,6.32,25.27,25.27,-50.59,27.57,29.5,59,52.8,0,1.93
0,-8.62,7.75,31.01,31.01,-62.92,35.25,37.43,74,52.8,0,2.18
0,-10.1,9.35,37.39,37.39,-72.61,42.19,44.68,89,52.8,0,2.48
0,-11.83,10.91,43.63,43.63,-78.74,47.88,50.72,101,52.8,0,2.83
0,-13.27,12.49,49.95,49.95,-81.89,52.34,55.56,108,52.8,0,3.22
0,-14.43,13.78,55.14,55.14,-79.24,54.56,58.18,110,52.8,0,3.63
0,-15.58,15,60.01,60.01,-71.33,54.41,58.44,111,52.8,0,4.04
0,-16.56,16.11,64.44,64.44,-58.23,51.86,56.29,109,52.8,0,4.43
0,-17.13,16.9,67.58,67.58,-42.89,47.34,52.14,104,52.8,0,4.79
0,-17.4,17.31,69.26,69.26,-26.75,41.62,46.73,93,52.8,0,5.12
0,-17.27,17.38,69.51,69.51,-10.59,35.32,40.71,81,52.8,0,5.39
0,-16.88,17.11,68.45,68.45,7.09,28.17,33.79,67,52.8,0,5.62
0,-16.05,16.52,66.08,66.08,25.62,19.87,25.66,51,52.8,0,5.79
0,-15,15.52,62.09,62.09,42.19,11.1,16.99,33,52.8,0,5.88
0,-13.87,14.49,57.95,57.95,54.39,3.62,9.55,19,52.8,0,5.92
0,-12.5,13.23,52.93,52.93,62.15,-2.35,3.56,7,52.8,0,5.92
0,-11.2,11.78,47.11,47.11,65.43,-6.9,-1.03,-2,52.8,0,5.87
0,-10.09,10.59,42.37,42.37,63.34,-9.11,-3.3,-6,52.8,0,5.81
0,-9.28,9.67,38.66,38.66,54.94,-8.51,-2.77,-5,52.8,0,5.74
0,-8.77,8.96,35.86,35.86,41.02,-5.08,0.61,1,52.8,0,5.7
0,-8.77,8.7,34.79,34.79,22.59,0.97,6.66,13,52.8,0,5.69
0,-9.15,8.94,35.74,35.74,0.45,9.57,15.32,30,52.8,0,5.75
0,-9.94,9.52,38.07,38.07,-20.54,19.47,25.35,50,52.8,0,5.87
0,-11,10.41,41.62,41.62,-36.2,28.24,34.31,68,52.8,0,6.07
0,-12.27,11.64,46.57,46.57,-49.26,35.77,42.09,84,52.8,0,6.32
0,-13.47,12.85,51.4,51.4,-59.56,42.58,49.21,98,52.8,0,6.63
0,-14.91,14.15,56.6,56.6,-64.76,47.69,54.67,107,52.8,0,6.98
0,-15.74,15.17,60.66,60.66,-67.69,50.86,58.22,111,52.8,0,7.36
0,-17.06,16.41,65.63,65.63,-66.18,53.34,61.09,113,52.8,0,7.75
0,-18.01,17.58,70.33,70.33,-59.67,53.49,61.65,114,52.8,0,8.16
0,-18.67,18.37,73.48,73.48,-48.83,51.33,59.88,112,52.8,0,8.55
0,-19.11,18.93,75.73,75,-33.85,46.7,55.61,108,52.8,0,8.91
0,-19.15,19.18,76.71,75,-16.59,40.14,49.36,98,52.8,0,9.22
0,-18.99,19.1,76.39,75,0.29,33.18,42.66,85,52.8,0,9.48
0,-18.4,18.75,74.98,74.98,15.37,26.79,36.48,72,52.8,0,9.69
0,-17.5,17.96,71.85,71.85,29.37,19.77,29.62,59,52.8,0,9.86
0,-16.48,17.01,68.05,68.05,42.81,12.73,22.69,45,52.8,0,9.96
0,-15.25,15.91,63.63,63.63,53.89,5.93,15.95,31,52.8,0,10.02
0,-14,14.63,58.52,58.52,61.24,0.18,10.21,20,52.8,0,10.03
0,-12.81,13.38,53.53,53.53,63.02,-3.77,6.24,12,52.8,0,10.01
0,-11.71,12.24,48.97,48.97,58.91,-5.01,4.96,9,52.8,0,9.97
0,-10.95,11.35,45.39,45.39,50.63,-4,5.94,11,52.8,0,9.94
0,-10.56,10.7,42.81,42.81,37.13,-0.69,9.24,18,52.8,0,9.93
0,-10.61,10.51,42.03,42.03,18.93,5.41,15.36,30,52.8,0,9.96
0,-11.01,10.78,43.13,43.13,-1.64,13.8,23.84,47,52.8,0,10.04
0,-11.8,11.41,45.63,45.63,-20.4,22.77,32.96,65,52.8,0,10.2
0,-12.77,12.22,48.87,48.87,-35.76,31.04,41.46,82,52.8,0,10.41
0,-13.68,13.26,53.04,53.04,-46.08,37.85,48.54,97,52.8,0,10.69
0,-14.62,14.25,57,57,-50.87,42.41,53.41,106,52.8,0,11
