0,0.1,0,0,0,-0.03,0.01,0.08,0,0,0.06
0,0.1,0,0,0,-0.06,0.04,0.13,0,0.9,0.09
0,0.1,0,0,0,-0.08,0.07,0.16,0,1.65,0.09
0,0.1,0,0,0,-0.07,0.07,0.04,0,4.2,-0.03
0,0.1,0,0,0,-0.04,0.05,0,0,4.2,-0.06
0,0.1,0,0,0,-0.03,0.03,-0.02,0,7.05,-0.06
0,0.1,0,0,0,-0.03,0.03,0.01,0,9.3,-0.01
0,0.1,0,0,0,-0.03,0.03,0.05,0,10.95,0.02
0,0.1,0,0,0,-0.03,0.03,0.03,0,13.5,0
0,0.1,0,0,0,-0.04,0.03,0.04,0,13.65,0.01
0,0.1,0,0,0,-0.05,0.04,0.07,0,14.85,0.03
0,0.1,0,0,0,-0.05,0.05,0.06,0,15.9,0.01
0,0.1,0,0,0,-0.03,0.04,-0.02,0,16.2,-0.06
0,0.1,0,0,0,-0.02,0.02,-0.03,0,16.95,-0.05
0,0.1,0,0,0,-0.02,0.02,0.04,0,17.1,0.02
0,0.1,0,0,0,0.01,0.01,-0.08,0,17.4,-0.08
0,0.1,0,0,0,0,-0.01,-0.03,0,18.75,-0.02
0,0.11,0,0,0,-0.04,0.02,0.14,0,18.75,0.12
0,0.1,0,0,0,-0.06,0.05,0.12,0,20.1,0.07
0,0.1,0,0,0,-0.05,0.05,0.04,0,20.1,-0.01
0,0.1,0,0,0,-0.04,0.04,0.02,0,21.75,-0.02
0,0.1,0,0,0,0.05,0.02,-0.15,0,22.65,-0.17
0,0.11,0,0,0,0.15,-0.1,-0.48,0,22.95,-0.38
0,0.09,0,0,0,0.25,-0.17,-0.39,0,24.75,-0.22
0,0.07,0,0,0,0.29,-0.27,-0.54,-1,24.6,-0.27
0,0.06,0,0,0,0.34,-0.28,-0.39,0,24.45,-0.11
0,0.05,0,0,0,0.22,-0.28,-0.11,0,24.75,0.17
0,0.05,0,0,0,0.02,-0.1,0.59,1,24.75,0.68
0,0.05,0,0,0,-0.06,0.03,0.33,0,26.25,0.31
0,0.07,0,0,0,-0.13,0.08,0.23,0,27,0.15
0,0.07,0,0,0,-0.29,0.19,0.64,1,27.75,0.45
0,0.06,0,0,0,-0.34,0.31,0.62,1,28.35,0.31
0,0.07,0,0,0,-0.2,0.26,-0.07,0,28.8,-0.32
0,0.06,0,0,0,-0.14,0.13,-0.21,0,29.1,-0.34
0,0.05,0,0,0,-0.03,0.1,-0.06,0,29.4,-0.16
0,0.05,0,0,0,0.16,-0.07,-0.71,-1,31.35,-0.64
