0,0.3,0,0,0,0.04,-0.03,-0.04,0,0.15,0,0
0,0.3,0,0,0,0.04,-0.03,-0.02,0,3,0,0
0,0.3,0,0,0,0.02,-0.02,-0.01,0,3.6,0.01,0
0,0.3,0,0,0,-0.01,0,0.05,0,4.05,0.05,0
0,0.3,0,0,0,-0.03,0.02,0.06,0,5.25,0.04,0
0,0.3,0,0,0,-0.03,0.03,0.04,0,5.55,0.01,0
0,0.3,0,0,0,-0.03,0.03,0.02,0,6.45,-0.01,0
0,0.3,0,0,0,-0.03,0.02,0.02,0,7.95,0,0
0,0.3,0,0,0,-0.04,0.03,0.03,0,8.25,0.01,0
0,0.3,0,0,0,-0.05,0.04,0.05,0,10.65,0.02,0
0,0.3,0,0,0,-0.04,0.04,0.03,0,10.95,-0.01,0
0,0.3,0,0,0,-0.01,0.02,-0.01,0,12.6,-0.04,0
0,0.3,0,0,0,0.03,-0.01,-0.06,0,13.2,-0.06,0
0,0.3,0,0,0,0.02,-0.02,-0.04,0,13.5,-0.01,0
0,0.3,0,0,0,0.02,-0.01,0.01,0,13.8,0.02,0
0,0.3,0,0,0,0.01,-0.01,-0.01,0,13.8,0,0
0,0.3,0,0,0,0.02,-0.01,0,0,14.25,0,0
0,0.3,0,0,0,0.03,-0.02,-0.05,0,14.7,-0.03,0
0,0.3,0,0,0,0.03,-0.02,-0.02,0,14.7,0,0
0,0.29,0,0,0,0.02,-0.02,-0.01,0,16.5,0.01,0
0,0.3,0,0,0,-0.01,0,0.04,0,16.95,0.04,0
0,0.29,0,0,0,-0.01,0.01,0.03,0,17.7,0.02,0
0,0.29,0,0,0,0,0.01,-0.01,0,18.9,-0.02,0
0,0.29,0,0,0,0,0,-0.01,0,19.05,-0.01,0
0,0.3,0,0,0,0,0,0,0,20.25,0,0
0,0.3,0,0,0,-0.01,0,0.01,0,20.1,0.01,0
0,0.27,0,0,0,0.02,0.01,0.02,0,22.2,0.01,0
0,0.31,0,0,0,0.25,-0.1,-0.4,0,23.4,-0.3,0
0,0.3,0,0,0,0.39,-0.28,-0.59,-1,23.7,-0.31,0
0,0.29,0,0,0,0.21,-0.27,-0.09,0,24.9,0.18,0
0,0.3,0,0,0,-0.06,-0.08,0.27,0,25.05,0.35,0
0,0.3,0,0,0,-0.42,0.22,0.83,1,24.9,0.61,0
0,0.3,0,0,0,-0.49,0.39,0.6,1,24.75,0.21,0
0,0.31,0,0,0,-0.5,0.39,0.35,0,25.05,-0.03,0
0,0.31,0,0,0,-0.58,0.44,0.57,1,26.4,0.13,0
0,0.31,0,0,0,-0.55,0.47,0.49,0,26.55,0.02,0
0,0.31,0,0,0,-0.33,0.38,0.13,0,26.7,-0.25,0.01
0,0.32,0,0,0,0.01,0.13,-0.38,0,26.7,-0.51,0.01
0,0.31,0,0,0,0.21,-0.11,-0.5,-1,26.85,-0.4,0.01
0,0.3,0,0,0,0.19,-0.17,-0.18,0,27,-0.01,0.01
0,0.31,0,0,0,0.17,-0.15,-0.11,0,27.15,0.03,0.01
0,0.3,0,0,0,0.08,-0.11,0.02,0,27.9,0.12,0.01
0,0.3,0,0,0,0.07,-0.05,0.01,0,27.9,0.06,0.01
0,0.3,0,0,0,0.08,-0.07,-0.12,0,28.2,-0.06,0
0,0.3,0,0,0,-0.02,-0.03,0.12,0,28.2,0.15,0
0,0.31,0,0,0,-0.11,0.05,0.17,0,28.05,0.12,0
0,0.31,0,0,0,-0.21,0.13,0.32,0,27.9,0.18,0.01
0,0.33,0,0,0,-0.25,0.18,0.23,0,27.9,0.04,0.01
0,0.34,0,0,0,-0.29,0.23,0.34,0,27.9,0.11,0.01
0,0.33,0,0,0,-0.28,0.24,0.25,0,27.9,0,0.01
0,0.32,0,0,0,-0.13,0.17,-0.03,0,27.9,-0.21,0.01
0,0.31,0,0,0,0.03,0.05,-0.15,0,27.9,-0.21,0.01
0,0.3,0,0,0,0.13,-0.08,-0.29,0,27.9,-0.22,0.01
0,0.29,0,0,0,0.09,-0.11,-0.11,0,27.9,-0.01,0.01
0,0.3,0,0,0,0.03,-0.04,0.09,0,27.9,0.12,0.01
0,0.3,0,0,0,-0.01,0.01,0.12,0,27.9,0.11,0.01
0,0.3,0,0,0,-0.02,0,-0.03,0,27.9,-0.03,0.01
0,0.3,0,0,0,-0.06,0.04,0.11,0,27.9,0.07,0.01
0,0.31,0,0,0,-0.09,0.06,0.12,0,27.9,0.05,0.01
0,0.32,0,0,0,-0.13,0.09,0.17,0,27.9,0.07,0.01
0,0.33,0,0,0,-0.14,0.1,0.11,0,27.9,0,0.01
0,0.33,0,0,0,-0.12,0.1,0.09,0,27.9,-0.03,0.01
0,0.33,0,0,0,-0.09,0.1,0.13,0,27.9,0.02,0.01
0,0.32,0,0,0,-0.02,0.03,-0.11,0,27.9,-0.15,0.01
0,0.32,0,0,0,0.01,0,-0.07,0,27.9,-0.08,0.01
0,0.31,0,0,0,-0.03,0.02,0.12,0,27.9,0.09,0.01
0,0.3,0,0,0,-0.02,0.02,0.02,0,27.9,-0.01,0.01
0,0.3,0,0,0,-0.02,0.01,-0.01,0,27.9,-0.03,0.01
0,0.31,0,0,0,-0.07,0.02,0.07,0,27.9,0.04,0.01
0,0.31,0,0,0,-0.14,0.1,0.29,0,27.9,0.18,0.01
0,0.31,0,0,0,-0.14,0.1,0.1,0,27.9,-0.02,0.01
0,0.32,0,0,0,-0.09,0.09,0.01,0,27.9,-0.09,0.01
0,0.32,0,0,0,-0.1,0.09,0.14,0,27.9,0.05,0.01
0,0.32,0,0,0,-0.11,0.08,0.09,0,27.9,0,0.01
0,0.32,0,0,0,-0.1,0.08,0.07,0,27.9,-0.02,0.01
0,0.32,0,0,0,-0.09,0.08,0.08,0,27.9,-0.01,0.01
0,0.32,0,0,0,-0.09,0.08,0.1,0,27.9,0.01,0.01
0,0.32,0,0,0,-0.08,0.07,0.07,0,27.9,-0.01,0.01
0,0.32,0,0,0,-0.02,0.04,-0.05,0,27.9,-0.1,0.01
0,0.33,0,0,0,-0.01,0.02,0.04,0,27.9,0.01,0.01
0,0.32,0,0,0,0.04,-0.01,-0.07,0,27.9,-0.07,0.01
0,0.31,0,0,0,0.09,-0.06,-0.13,0,27.9,-0.09,0.01
0,0.31,0,0,0,0.14,-0.09,-0.15,0,27.9,-0.07,0.01
0,0.3,0,0,0,0.12,-0.11,-0.08,0,28.05,0.01,0.01
0,0.3,0,0,0,0.09,-0.09,-0.03,0,28.05,0.04,0.01
0,0.31,0,0,0,0.04,-0.06,-0.02,0,28.35,0.04,0.01
0,0.31,0,0,0,0,-0.01,0.11,0,33,0.11,0.01
0,0.32,0,0,0,-0.09,0.03,0.16,0,33.75,0.11,0.01
0,0.33,0,0,0,-0.12,0.09,0.15,0,37.65,0.05,0.01
0,0.32,0,0,0,-0.13,0.11,0.17,0,40.05,0.05,0.01
0,0.31,0,0,0,-0.09,0.09,0.04,0,40.5,-0.06,0.01
